time,_start,_stop,_time,_field_cdi,_field_depth,_field_dmin,_field_felt,_field_gap,_field_lat,_field_lon,_field_mag,_field_mmi,_field_nst,_field_rms,_field_sig,_field_tsunami,magType_mb,magType_mb_lg,magType_md,magType_ml,magType_mwr,magType_mww,net_ak,net_ci,net_hv,net_nc,net_ok,net_pr,net_us
2023-02-19 21:47:02.840000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 21:47:02.840000+00:00,0.0,2.13,0.02018,0,134.0,38.822834,-122.8516693,0.42,0.0,8,0.01,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-19 21:58:29.140000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 21:58:29.140000+00:00,0.0,26.17,0.08957,0,80.0,33.3333333,-117.2185,0.93,0.0,14,0.26,13,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-19 22:07:18.490000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:07:18.490000+00:00,0.0,16.14,0.09197,0,84.0,33.8946667,-116.8801667,0.7,0.0,16,0.16,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-19 22:09:12.608000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:09:12.608000+00:00,0.0,227.176,2.374,0,105.0,2.8491,128.5417,4.6,0.0,55,0.73,326,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 22:09:55.119000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:09:55.119000+00:00,0.0,1.1,0.0,0,0.0,62.3546,-149.1151,1.9,0.0,0,0.58,56,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 22:18:24.404000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:18:24.404000+00:00,0.0,0.0,0.0,0,0.0,58.1725,-155.2863,1.6,0.0,0,0.85,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 22:24:37.613000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:24:37.613000+00:00,0.0,19.8,0.0,0,0.0,58.1218,-155.4059,0.5,0.0,0,0.64,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 22:29:38.378000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:29:38.378000+00:00,0.0,33.9,0.0,0,0.0,60.8188,-150.2524,1.5,0.0,0,0.4,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 22:37:51.520000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:37:51.520000+00:00,0.0,3.58,0.02889,0,82.0,36.0138321,-120.5718307,1.4,0.0,14,0.08,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-19 22:39:26.750000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:39:26.750000+00:00,0.0,1.9,0.01593,0,59.0,38.7781677,-122.7151642,1.86,0.0,25,0.06,53,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-19 22:41:22.260000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:41:22.260000+00:00,0.0,17.35,0.03244,0,21.0,33.7041667,-116.7521667,1.74,0.0,59,0.21,47,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-19 22:54:04.705000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:54:04.705000+00:00,0.0,76.5,0.0,0,0.0,63.1866,-149.9197,1.6,0.0,0,0.52,39,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 22:56:53.036000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 22:56:53.036000+00:00,3.4,17.308,0.194,2,136.0,10.0899,-84.2877,4.5,0.0,22,0.62,312,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 23:04:22.163000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:04:22.163000+00:00,0.0,12.0,0.0,0,0.0,62.3561,-149.0755,1.4,0.0,0,0.6,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 23:12:21.703000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:12:21.703000+00:00,0.0,35.0,1.977,0,109.0,2.7229,126.9757,4.9,0.0,56,0.81,369,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 23:13:06.782000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:13:06.782000+00:00,0.0,10.046,4.337,0,115.0,-5.9896,129.156,4.3,0.0,16,0.96,284,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 23:16:42.498000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:16:42.498000+00:00,0.0,0.7,0.0,0,0.0,58.1952,-155.3098,0.6,0.0,0,0.55,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 23:21:18.019000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:21:18.019000+00:00,0.0,121.801,1.153,0,101.0,-17.5772,-174.4632,4.5,0.0,25,0.63,312,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 23:23:20.299000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:23:20.299000+00:00,0.0,5.078894615,0.1937906593,0,83.70829964,36.36672592,-98.15239716,1.58,0.0,14,0.2046449551,38,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2023-02-19 23:23:35.901000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:23:35.901000+00:00,0.0,10.0,15.997,0,92.0,-34.287,-125.9946,5.3,0.0,35,0.56,432,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 23:30:40.330000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:30:40.330000+00:00,0.0,12.5,0.05944,0,208.0,17.9288333333333,-66.8396666666667,2.46,0.0,10,0.15,93,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-02-19 23:33:20.265000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:33:20.265000+00:00,0.0,61.5,0.0,0,0.0,61.6624,-150.7852,1.4,0.0,0,0.68,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 23:37:58.190000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:37:58.190000+00:00,0.0,8.06,0.06122,0,79.0,33.614,-116.6925,0.45,0.0,13,0.27,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-19 23:40:03.543000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:40:03.543000+00:00,0.0,17.6,0.0,0,0.0,61.2526,-141.1405,1.4,0.0,0,0.11,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 23:41:20.409000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:41:20.409000+00:00,0.0,0.0,0.0,0,0.0,60.9353,-147.8412,2.4,0.0,0,0.7,89,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-19 23:44:42.890000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:44:42.890000+00:00,0.0,1.51,0.005857,0,90.0,38.7890015,-122.7353363,1.09,0.0,15,0.01,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-19 23:54:25.200000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:54:25.200000+00:00,0.0,1.05,0.009448,0,47.0,38.8271675,-122.821167,1.06,0.0,19,0.04,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-19 23:57:26.573000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:57:26.573000+00:00,0.0,10.0,0.825,0,66.0,38.2671,38.8204,4.2,0.0,55,0.56,271,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-19 23:58:35.700000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-19 23:58:35.700000+00:00,0.0,2.18,0.006351,0,91.0,38.8366661,-122.7981644,0.67,0.0,8,0.01,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 00:01:18.943000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:01:18.943000+00:00,0.0,35.0,1.964,0,110.0,2.7077,126.965,4.7,0.0,66,0.62,340,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 00:10:11.485000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:10:11.485000+00:00,0.0,16.6,0.0,0,0.0,62.0261,-150.1666,1.3,0.0,0,0.48,26,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 00:11:32.450000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:11:32.450000+00:00,0.0,28.9899997711182,0.0,0,229.0,19.0953330993652,-155.412338256836,1.98000002,0.0,31,0.129999995,60,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2023-02-20 00:20:02.620000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:20:02.620000+00:00,0.0,12.81,0.07619,0,56.0,33.0448333,-116.384,1.06,0.0,22,0.19,17,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 00:28:09.850000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:28:09.850000+00:00,0.0,10.13,0.0313,0,124.0,17.9933333333333,-67.0228333333333,2.58,0.0,12,0.15,102,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-02-20 00:30:48.646000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:30:48.646000+00:00,0.0,18.5,0.0,0,0.0,64.9375,-148.9498,0.9,0.0,0,0.18,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 00:37:30.257000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:37:30.257000+00:00,0.0,10.0,1.314,0,41.0,38.6413,39.9166,4.7,0.0,82,0.82,340,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2023-02-20 00:39:03.271000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:39:03.271000+00:00,0.0,10.0,1.343,0,57.0,38.691,39.978,4.5,0.0,41,0.58,312,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2023-02-20 00:58:49.293000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 00:58:49.293000+00:00,0.0,14.809,1.321,0,74.0,38.668,39.9382,4.2,0.0,18,0.72,271,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 01:01:50.883000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:01:50.883000+00:00,0.0,60.8,0.0,0,0.0,62.987,-149.4683,1.5,0.0,0,0.3,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 01:07:38.336000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:07:38.336000+00:00,0.0,11.378,1.377,0,82.0,38.6477,40.0047,4.4,0.0,48,0.9,298,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 01:11:16.973000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:11:16.973000+00:00,0.0,10.0,1.842,0,56.0,38.6742,14.1556,4.5,0.0,50,0.73,312,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 01:16:24.010000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:16:24.010000+00:00,0.0,16.47,0.1228,0,35.0,34.1075,-117.3196667,1.16,0.0,32,0.2,21,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 01:16:34.320000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:16:34.320000+00:00,0.0,0.48,0.1574,0,102.0,33.8673333,-117.2615,1.09,0.0,14,0.34,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 01:18:13.825000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:18:13.825000+00:00,0.0,14.7,0.0,0,0.0,65.009,-147.3715,0.7,0.0,0,0.77,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 01:27:46.790000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:27:46.790000+00:00,0.0,1.59,0.001722,0,162.0,38.8373337,-122.836998,0.31,0.0,7,0.01,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 01:33:29.285000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:33:29.285000+00:00,0.0,21.712,1.131,0,145.0,1.8963,96.6097,4.9,0.0,59,0.63,369,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 01:41:52.890000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:41:52.890000+00:00,0.0,14.26,0.06547,0,33.0,34.0128333,-117.1786667,1.27,0.0,47,0.19,25,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 01:41:57.960000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:41:57.960000+00:00,0.0,0.71,0.06644,0,85.0,33.9101667,-117.3011667,1.08,0.0,17,0.46,18,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 01:42:47.730000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:42:47.730000+00:00,0.0,14.69,0.06482,0,47.0,34.0121667,-117.1788333,1.54,0.0,52,0.24,36,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 01:48:59.785000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:48:59.785000+00:00,0.0,10.0,0.465,0,52.0,37.9658,36.8106,4.3,0.0,64,1.2,284,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 01:53:38.510000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 01:53:38.510000+00:00,0.0,2.69,0.004916,0,93.0,38.8231659,-122.8539963,0.62,0.0,14,0.02,6,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 02:07:47.061000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:07:47.061000+00:00,0.0,48.7,0.0,0,0.0,62.5345,-149.1794,1.4,0.0,0,0.65,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 02:08:02.800000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:08:02.800000+00:00,0.0,2.32,0.007348,0,78.0,38.8294983,-122.8153305,0.48,0.0,9,0.01,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 02:17:35.736000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:17:35.736000+00:00,0.0,1.263,0.381,0,36.0,32.7598,-100.666,2.5,0.0,34,0.49,96,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 02:17:56.280000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:17:56.280000+00:00,0.0,8.22,0.4124,0,144.0,33.7006667,-117.6213333,1.49,0.0,8,0.2,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 02:31:11.290000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:31:11.290000+00:00,2.2,11.5,0.04491,1,20.0,33.7751667,-116.931,2.17,0.0,84,0.21,73,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 02:39:52.298000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:39:52.298000+00:00,0.0,10.0,0.0,0,0.0,58.1628,-155.3267,0.9,0.0,0,0.45,12,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 02:53:49.998000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 02:53:49.998000+00:00,0.0,10.6,0.0,0,0.0,58.2251,-154.5911,1.1,0.0,0,0.37,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 03:07:29.481000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:07:29.481000+00:00,0.0,96.501,1.738,0,130.0,-5.405,150.9071,4.3,0.0,20,0.49,284,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 03:08:45.005000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:08:45.005000+00:00,0.0,91.8,0.0,0,0.0,59.8436,-152.9342,1.4,0.0,0,0.39,30,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 03:09:47.719000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:09:47.719000+00:00,1.0,10.0,8.264,1,111.0,15.2128,122.8285,5.0,0.0,89,0.81,385,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 03:16:24.900000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:16:24.900000+00:00,0.0,2.76,0.1279,0,53.0,33.2461667,-115.788,1.43,0.0,27,0.25,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 03:16:49.780000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:16:49.780000+00:00,0.0,3.09,0.1287,0,33.0,33.2441667,-115.7846667,1.76,0.0,43,0.21,48,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 03:30:23.570000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:30:23.570000+00:00,0.0,1.05,0.00979,0,111.0,38.7804985,-122.7666702,0.71,0.0,7,0.02,8,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 03:34:11.430000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:34:11.430000+00:00,0.0,12.34,0.04135,0,79.0,33.4911667,-116.4568333,0.76,0.0,27,0.24,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 03:39:00.060000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:39:00.060000+00:00,0.0,3.44,0.1931,0,114.0,34.0528333,-118.165,0.83,0.0,9,0.23,11,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 03:39:29.300000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:39:29.300000+00:00,0.0,8.04,0.06061,0,37.0,34.26,-116.4451667,1.74,0.0,48,0.19,47,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 03:45:38.572000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 03:45:38.572000+00:00,0.0,7.526,1.327,0,62.0,38.6708,39.9482,4.3,0.0,47,0.5,284,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 04:02:50.388000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:02:50.388000+00:00,0.0,85.7,0.0,0,0.0,62.8689,-150.782,1.5,0.0,0,0.3,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 04:05:03.974000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:05:03.974000+00:00,0.0,10.0,2.619,0,74.0,-22.4556,-174.2759,5.1,0.0,71,1.29,400,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2023-02-20 04:09:17.600000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:09:17.600000+00:00,0.0,0.0,0.0,0,0.0,63.1808,-151.3395,2.3,0.0,0,0.85,81,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 04:09:18.270000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:09:18.270000+00:00,0.0,1.53,0.003682,0,87.0,38.786335,-122.734169,1.05,0.0,12,0.02,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 04:12:54.234000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:12:54.234000+00:00,0.0,62.2,0.0,0,0.0,59.4906,-152.7897,1.7,0.0,0,0.7,44,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 04:25:36.900000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:25:36.900000+00:00,0.0,72.1,0.0,0,0.0,60.4419,-151.7467,1.5,0.0,0,0.54,35,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 04:27:33.300000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:27:33.300000+00:00,0.0,17.82,0.8784,0,323.0,31.7785,-115.5696667,2.61,0.0,6,0.29,105,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 04:37:25.770000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:37:25.770000+00:00,0.0,2.22,0.01063,0,149.0,38.7949982,-122.7481689,1.08,0.0,14,0.02,18,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 04:38:37.520000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:38:37.520000+00:00,0.0,19.59,0.06378,0,71.0,34.0286667,-116.7238333,0.98,0.0,26,0.25,15,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 04:40:50.420000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:40:50.420000+00:00,0.0,10.22,0.1248,0,72.0,33.9183333,-116.9076667,0.67,0.0,16,0.18,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 04:45:29.480000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:45:29.480000+00:00,0.0,30.1100006103516,0.0,0,223.0,19.1499996185303,-155.391326904297,1.71000004,0.0,32,0.100000001,45,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2023-02-20 04:57:45.130000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 04:57:45.130000+00:00,0.0,1.75,0.009608,0,33.0,38.8216667,-122.7866669,1.53,0.0,29,0.02,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2023-02-20 05:01:53.770000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:01:53.770000+00:00,0.0,2.12,0.02332,0,78.0,33.1736667,-115.648,1.2,0.0,15,0.1,22,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 05:02:30.660000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:02:30.660000+00:00,0.0,2.52,0.02754,0,47.0,33.1656667,-115.648,1.49,0.0,23,0.2,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 05:10:16.570000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:10:16.570000+00:00,0.0,11.18,0.06319,0,93.0,33.499,-116.4955,0.66,0.0,23,0.19,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 05:34:16.295000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:34:16.295000+00:00,2.7,130.0,0.0,21,0.0,58.93,-154.5287,4.2,2.908,0,0.58,277,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 05:35:18.210000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:35:18.210000+00:00,0.0,15.92,0.1393,0,65.0,33.9726667,-116.852,0.95,0.0,20,0.17,14,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2023-02-20 05:42:41.910000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:42:41.910000+00:00,0.0,12.1,0.05328,0,221.0,17.9338333333333,-66.8435,2.56,0.0,8,0.08,101,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-02-20 05:58:23.730000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 05:58:23.730000+00:00,0.0,124.4,0.0,0,0.0,60.2094,-153.055,2.2,0.0,0,0.59,74,0,0,0,0,1,0,0,1,0,0,0,0,0,0
2023-02-20 06:03:28.350000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:03:28.350000+00:00,0.0,105.07,0.7282,0,323.0,18.2466666666667,-67.8421666666667,3.39,0.0,8,0.16,177,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2023-02-20 06:05:17.802000+00:00,2023-02-19 12:04:53.069418+00:00,2023-02-20 12:04:53.069418+00:00,2023-02-20 06:05:17.802000+00:00,0.0,122.0,0.0,0,0.0,56.9557,-157.7352,2.0,0.0,0,0.81,62,0,0,0,0,1,0,0,1,0,0,0,0,0,0
